AudioTime[s]	MeasId	WavId	Sensor 1 Id	Sensor 1 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 3 Id	Sensor 3 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 4 Id	Sensor 4 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 5 Id	Sensor 5 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 6 Id	Sensor 6 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 7 Id	Sensor 7 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 8 Id	Sensor 8 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 9 Id	Sensor 9 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 10 Id	Sensor 10 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 11 Id	Sensor 11 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 12 Id	Sensor 12 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz Sensor 13 Id	Sensor 13 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 14 Id	Sensor 14 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 15 Id	Sensor 15 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 16 Id	Sensor 16 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz
4.0144	398	88518	0	55	62.152905	35.712524	-122.514600	0.993371	0.037238	-0.004089	0.108676	2	55	-68.282532	17.009453	-0.951492	0.267328	-0.817065	0.510823	0.000000	3	55	-70.867714	-9.039043	-1.168732	0.639506	-0.096543	-0.762700	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.0244	399	88738	0	55	62.150299	35.708565	-122.512820	0.993372	0.037250	-0.004073	0.108663	2	55	-68.284660	17.026737	-0.952370	0.267443	-0.817163	0.510607	0.000000	3	55	-70.863754	-9.040586	-1.172241	0.639499	-0.096483	-0.762714	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.0344	400	88958	0	55	62.149891	35.711102	-122.509710	0.993366	0.037329	-0.004063	0.108691	2	55	-68.293129	17.025249	-0.964180	0.267324	-0.817175	0.510649	0.000000	3	55	-70.863808	-9.040432	-1.173103	0.639492	-0.096516	-0.762715	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.0444	401	89179	0	55	62.147781	35.710915	-122.517040	0.993365	0.037321	-0.004046	0.108705	2	55	-68.294830	17.041084	-0.954796	0.267405	-0.817303	0.510402	0.000000	3	55	-70.857330	-9.033018	-1.162705	0.639463	-0.096522	-0.762739	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.0544	402	89399	0	55	62.152477	35.710304	-122.518810	0.993369	0.037282	-0.004076	0.108684	2	55	-68.307831	17.028826	-0.956879	0.267348	-0.817404	0.510270	0.000000	3	55	-70.859131	-9.035402	-1.156677	0.639471	-0.096472	-0.762738	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.0644	403	89619	0	55	62.152893	35.707539	-122.517270	0.993374	0.037225	-0.004088	0.108653	2	55	-68.321327	17.023117	-0.956017	0.267330	-0.817561	0.510027	0.000000	3	55	-70.854271	-9.037394	-1.152321	0.639463	-0.096449	-0.762748	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.0743	404	89839	0	55	62.149704	35.706902	-122.510410	0.993374	0.037263	-0.004078	0.108640	2	55	-68.303482	17.037342	-0.954514	0.267459	-0.817479	0.510092	0.000000	3	55	-70.854050	-9.045979	-1.152344	0.639466	-0.096418	-0.762750	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.0844	405	90060	0	55	62.150154	35.704594	-122.511110	0.993378	0.037247	-0.004088	0.108616	2	55	-68.290756	17.063053	-0.942245	0.267666	-0.817573	0.509833	0.000000	3	55	-70.853149	-9.041482	-1.152420	0.639478	-0.096405	-0.762741	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.0943	406	90280	0	55	62.154526	35.708607	-122.508930	0.993373	0.037300	-0.004100	0.108635	2	55	-68.274910	17.095196	-0.944321	0.267930	-0.817578	0.509686	0.000000	3	55	-70.854019	-9.041738	-1.151382	0.639473	-0.096432	-0.762742	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.1043	407	90500	0	55	62.148464	35.701820	-122.504610	0.993379	0.037215	-0.004066	0.108618	2	55	-68.261185	17.126888	-0.939430	0.268205	-0.817747	0.509271	0.000000	3	55	-70.843376	-9.037373	-1.174377	0.639442	-0.096443	-0.762767	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.1143	408	90720	0	55	62.148907	35.703415	-122.498450	0.993373	0.037274	-0.004068	0.108643	2	55	-68.241302	17.124969	-0.948257	0.268210	-0.817454	0.509738	0.000000	3	55	-70.840851	-9.031385	-1.174858	0.639429	-0.096482	-0.762773	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.1243	409	90941	0	55	62.155025	35.702072	-122.505120	0.993380	0.037162	-0.004096	0.108618	2	55	-68.249802	17.134384	-0.928223	0.268296	-0.817714	0.509274	0.000000	3	55	-70.841141	-9.031620	-1.159187	0.639433	-0.096479	-0.762769	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.1343	410	91161	0	55	62.156040	35.696301	-122.504250	0.993388	0.037047	-0.004102	0.108591	2	55	-68.254318	17.132877	-0.925453	0.268341	-0.817814	0.509091	0.000000	3	55	-70.836708	-9.029154	-1.167458	0.639426	-0.096494	-0.762773	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.1443	411	91382	0	55	62.155342	35.693150	-122.501480	0.993390	0.037026	-0.004114	0.108573	2	55	-68.247795	17.095249	-0.938782	0.268124	-0.817517	0.509682	0.000000	3	55	-70.836449	-9.023585	-1.175056	0.639445	-0.096500	-0.762757	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.1543	412	91602	0	55	62.150993	35.693855	-122.498290	0.993390	0.037057	-0.004095	0.108565	2	55	-68.240639	17.096611	-0.931831	0.268138	-0.817497	0.509707	0.000000	3	55	-70.833069	-9.024826	-1.178604	0.639437	-0.096513	-0.762762	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.1643	413	91823	0	55	62.152172	35.693787	-122.495960	0.993387	0.037120	-0.004096	0.108573	2	55	-68.249863	17.110420	-0.928398	0.268140	-0.817648	0.509463	0.000000	3	55	-70.837257	-9.023352	-1.179726	0.639451	-0.096506	-0.762751	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.1743	414	92043	0	55	62.153969	35.696121	-122.503280	0.993391	0.037046	-0.004108	0.108562	2	55	-68.242966	17.106743	-0.921532	0.268219	-0.817663	0.509397	0.000000	3	55	-70.842293	-9.026661	-1.179375	0.639467	-0.096509	-0.762738	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.1843	415	92263	0	55	62.154690	35.696720	-122.511680	0.993394	0.036983	-0.004102	0.108554	2	55	-68.246216	17.106667	-0.911751	0.268258	-0.817716	0.509293	0.000000	3	55	-70.846802	-9.031514	-1.173820	0.639472	-0.096512	-0.762733	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.1942	416	92483	0	55	62.156830	35.695503	-122.513180	0.993396	0.036956	-0.004117	0.108542	2	55	-68.252892	17.099483	-0.906906	0.268184	-0.817825	0.509156	0.000000	3	55	-70.848022	-9.029462	-1.166969	0.639482	-0.096507	-0.762725	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.2043	417	92704	0	55	62.162125	35.698013	-122.517320	0.993396	0.036986	-0.004154	0.108535	2	55	-68.263847	17.071045	-0.912521	0.267977	-0.817661	0.509528	0.000000	3	55	-70.854584	-9.031044	-1.148499	0.639516	-0.096488	-0.762699	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.2142	418	92924	0	55	62.162220	35.698162	-122.516030	0.993396	0.036990	-0.004154	0.108537	2	55	-68.266655	17.060173	-0.920822	0.267882	-0.817585	0.509700	0.000000	3	55	-70.851418	-9.032372	-1.148132	0.639498	-0.096504	-0.762712	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.2242	419	93144	0	55	62.152294	35.698341	-122.513500	0.993389	0.037069	-0.004106	0.108569	2	55	-68.259392	17.036230	-0.940376	0.267671	-0.817302	0.510264	0.000000	3	55	-70.851471	-9.027288	-1.162155	0.639495	-0.096556	-0.762707	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.2342	420	93364	0	55	62.145027	35.699184	-122.518160	0.993389	0.037079	-0.004077	0.108566	2	55	-68.238968	17.019268	-0.944672	0.267621	-0.817055	0.510686	0.000000	3	55	-70.848259	-9.032516	-1.160507	0.639485	-0.096529	-0.762720	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.2442	421	93585	0	55	62.145248	35.703918	-122.523350	0.993390	0.037050	-0.004080	0.108568	2	55	-68.246895	17.011635	-0.937164	0.267579	-0.817192	0.510489	0.000000	3	55	-70.850891	-9.041357	-1.151733	0.639490	-0.096532	-0.762715	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.2542	422	93805	0	55	62.144974	35.700848	-122.523710	0.993390	0.037011	-0.004069	0.108577	2	55	-68.257256	17.005857	-0.958786	0.267514	-0.817194	0.510520	0.000000	3	55	-70.848648	-9.037681	-1.151337	0.639476	-0.096545	-0.762725	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.2642	423	94026	0	55	62.139465	35.699287	-122.528200	0.993392	0.036966	-0.004040	0.108585	2	55	-68.251549	16.997131	-0.968483	0.267499	-0.817094	0.510688	0.000000	3	55	-70.838661	-9.034825	-1.151161	0.639433	-0.096585	-0.762756	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.2742	424	94246	0	55	62.140995	35.700176	-122.523160	0.993389	0.037023	-0.004041	0.108590	2	55	-68.268738	16.990389	-0.973740	0.267355	-0.817208	0.510581	0.000000	3	55	-70.834198	-9.031282	-1.155350	0.639419	-0.096584	-0.762768	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.2842	425	94467	0	55	62.143658	35.699928	-122.513920	0.993386	0.037040	-0.004064	0.108609	2	55	-68.292923	16.966208	-0.990250	0.267088	-0.817297	0.510577	0.000000	3	55	-70.837189	-9.030242	-1.164093	0.639442	-0.096585	-0.762749	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.2942	426	94687	0	55	62.144077	35.693565	-122.509780	0.993385	0.037041	-0.004055	0.108615	2	55	-68.302391	16.941048	-1.008301	0.266856	-0.817159	0.510920	0.000000	3	55	-70.838326	-9.024601	-1.170906	0.639444	-0.096577	-0.762748	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.3042	427	94907	0	55	62.143406	35.693836	-122.511460	0.993384	0.037046	-0.004049	0.108625	2	55	-68.298454	16.955566	-1.001305	0.266937	-0.817239	0.510749	0.000000	3	55	-70.837662	-9.021730	-1.167656	0.639438	-0.096582	-0.762752	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.3141	428	95127	0	55	62.140457	35.690056	-122.510890	0.993387	0.036996	-0.004036	0.108611	2	55	-68.298141	16.967970	-1.000328	0.267027	-0.817399	0.510446	0.000000	3	55	-70.836632	-9.022252	-1.178612	0.639449	-0.096559	-0.762746	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.3242	429	95348	0	55	62.147518	35.694298	-122.502690	0.993389	0.036994	-0.004084	0.108594	2	55	-68.303246	16.978582	-0.998261	0.267120	-0.817539	0.510173	0.000000	3	55	-70.838829	-9.029740	-1.188248	0.639466	-0.096509	-0.762738	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.3341	430	95568	0	55	62.153397	35.696068	-122.498050	0.993386	0.037041	-0.004108	0.108608	2	55	-68.324356	17.005058	-0.990860	0.267205	-0.817875	0.509590	0.000000	3	55	-70.841103	-9.027502	-1.187935	0.639467	-0.096504	-0.762738	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.3441	431	95788	0	55	62.154930	35.694077	-122.495760	0.993383	0.037088	-0.004094	0.108617	2	55	-68.314476	17.043667	-0.988052	0.267468	-0.817864	0.509470	0.000000	3	55	-70.846306	-9.025534	-1.190758	0.639470	-0.096504	-0.762735	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	119								11	55								12	311								13	311								14	311								15	311							
4.3541	432	96008	0	55	62.157150	35.695080	-122.495530	0.993384	0.037093	-0.004117	0.108604	2	55	-68.300682	17.069498	-0.971542	0.267684	-0.817944	0.509227	0.000000	3	55	-70.854935	-9.032474	-1.195763	0.639510	-0.096445	-0.762709	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	119								11	55								12	311								13	311								14	311								15	311							
4.3641	433	96229	0	55	62.159981	35.696049	-122.492130	0.993382	0.037106	-0.004133	0.108615	2	55	-68.285324	17.078878	-0.964745	0.267787	-0.817811	0.509387	0.000000	3	55	-70.863792	-9.031567	-1.199295	0.639541	-0.096442	-0.762684	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	119								11	55								12	311								13	311								14	311								15	311							
4.3741	434	96449	0	55	62.152191	35.689789	-122.492500	0.993382	0.037082	-0.004111	0.108628	2	55	-68.279282	17.109753	-0.965225	0.267972	-0.817885	0.509172	0.000000	3	55	-70.855560	-9.024129	-1.204498	0.639521	-0.096472	-0.762696	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	119								11	55								12	311								13	311								14	311								15	311							
4.3841	435	96670	0	55	62.147217	35.688335	-122.493880	0.993381	0.037084	-0.004085	0.108638	2	55	-68.266747	17.126724	-0.959373	0.268115	-0.817814	0.509210	0.000000	3	55	-70.843086	-9.018971	-1.205925	0.639472	-0.096529	-0.762731	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.3941	436	96890	0	55	62.148380	35.689621	-122.498460	0.993385	0.037015	-0.004090	0.108623	2	55	-68.262314	17.146202	-0.942795	0.268332	-0.817889	0.508975	0.000000	3	55	-70.841949	-9.020273	-1.203827	0.639470	-0.096533	-0.762732	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.4041	437	97111	0	55	62.146824	35.691311	-122.493370	0.993383	0.037040	-0.004086	0.108633	2	55	-68.258278	17.138117	-0.955063	0.268296	-0.817768	0.509188	0.000000	3	55	-70.838852	-9.020001	-1.209740	0.639458	-0.096550	-0.762739	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.4141	438	97331	0	55	62.148808	35.689720	-122.490840	0.993381	0.037066	-0.004098	0.108640	2	55	-68.259048	17.133057	-0.962738	0.268238	-0.817702	0.509325	0.000000	3	55	-70.844673	-9.017535	-1.206306	0.639474	-0.096558	-0.762725	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.4241	439	97551	0	55	62.149937	35.684925	-122.498320	0.993385	0.037005	-0.004092	0.108622	2	55	-68.247757	17.131893	-0.950348	0.268281	-0.817649	0.509388	0.000000	3	55	-70.842476	-9.012363	-1.195046	0.639465	-0.096561	-0.762732	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.4341	440	97771	0	55	62.148312	35.686695	-122.498550	0.993383	0.037017	-0.004081	0.108646	2	55	-68.245689	17.108210	-0.966148	0.268117	-0.817313	0.510013	0.000000	3	55	-70.839272	-9.004019	-1.193527	0.639449	-0.096628	-0.762737	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.4441	441	97992	0	55	62.145943	35.689342	-122.494000	0.993378	0.037075	-0.004077	0.108665	2	55	-68.252182	17.066746	-0.988205	0.267781	-0.817086	0.510552	0.000000	3	55	-70.829376	-9.006380	-1.192940	0.639413	-0.096653	-0.762764	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.4541	442	98212	0	55	62.143585	35.688171	-122.497410	0.993379	0.037057	-0.004068	0.108670	2	55	-68.259163	17.027798	-0.995300	0.267502	-0.816843	0.511087	0.000000	3	55	-70.821823	-9.002272	-1.187119	0.639390	-0.096687	-0.762779	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.4640	443	98432	0	55	62.143097	35.686783	-122.501230	0.993381	0.037028	-0.004071	0.108657	2	55	-68.267235	17.027111	-0.994629	0.267495	-0.816950	0.510920	0.000000	3	55	-70.816986	-8.999466	-1.182632	0.639382	-0.096679	-0.762787	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.4740	444	98652	0	55	62.151947	35.696331	-122.504890	0.993380	0.037047	-0.004096	0.108664	2	55	-68.264282	17.004719	-0.986702	0.267396	-0.816732	0.511320	0.000000	3	55	-70.832390	-9.007786	-1.170273	0.639422	-0.096653	-0.762757	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.4840	445	98873	0	55	62.154358	35.698174	-122.504480	0.993379	0.037093	-0.004108	0.108651	2	55	-68.251747	16.994232	-0.997726	0.267367	-0.816528	0.511662	0.000000	3	55	-70.839798	-9.010220	-1.167183	0.639448	-0.096587	-0.762743	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.4940	446	99093	0	55	62.154549	35.701942	-122.501740	0.993379	0.037120	-0.004109	0.108645	2	55	-68.257614	16.982079	-1.004318	0.267294	-0.816559	0.511649	0.000000	3	55	-70.846405	-9.018782	-1.170189	0.639467	-0.096549	-0.762732	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.5040	447	99313	0	55	62.155029	35.692219	-122.508370	0.993392	0.036957	-0.004117	0.108582	2	55	-68.256142	16.976362	-1.000641	0.267360	-0.816694	0.511400	0.000000	3	55	-70.845200	-9.021704	-1.168930	0.639484	-0.096498	-0.762725	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.5140	448	99533	0	55	62.153255	35.696556	-122.506530	0.993390	0.036982	-0.004103	0.108593	2	55	-68.255257	16.963951	-1.001137	0.267267	-0.816571	0.511644	0.000000	3	55	-70.842491	-9.027229	-1.169556	0.639468	-0.096507	-0.762737	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.5240	449	99754	0	55	62.151382	35.702595	-122.509200	0.993386	0.037010	-0.004105	0.108618	2	55	-68.263382	16.946423	-1.011566	0.267129	-0.816495	0.511838	0.000000	3	55	-70.849930	-9.032354	-1.169815	0.639494	-0.096524	-0.762713	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.5340	450	99974	0	55	62.155132	35.707275	-122.507600	0.993385	0.037030	-0.004126	0.108617	2	55	-68.254219	16.940676	-1.005257	0.267127	-0.816435	0.511935	0.000000	3	55	-70.860321	-9.044141	-1.169456	0.639529	-0.096482	-0.762689	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.5440	451	100195	0	55	62.156178	35.706188	-122.513850	0.993389	0.036970	-0.004130	0.108603	2	55	-68.259773	16.970589	-0.990776	0.267359	-0.816712	0.511371	0.000000	3	55	-70.869049	-9.042269	-1.170715	0.639561	-0.096460	-0.762665	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.5540	452	100415	0	55	62.156158	35.712742	-122.509560	0.993382	0.037049	-0.004120	0.108637	2	55	-68.242630	17.006346	-0.990448	0.267587	-0.816723	0.511234	0.000000	3	55	-70.870285	-9.043534	-1.169983	0.639544	-0.096500	-0.762674	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.5640	453	100636	0	55	62.154106	35.710781	-122.501680	0.993381	0.037079	-0.004114	0.108634	2	55	-68.246216	17.013035	-0.999779	0.267566	-0.816824	0.511084	0.000000	3	55	-70.868187	-9.045251	-1.176247	0.639535	-0.096496	-0.762682	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.5740	454	100856	0	55	62.148903	35.713070	-122.495610	0.993375	0.037167	-0.004083	0.108661	2	55	-68.233765	17.000248	-1.022476	0.267453	-0.816507	0.511650	0.000000	3	55	-70.860168	-9.043129	-1.183380	0.639495	-0.096559	-0.762708	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.5839	455	101076	0	55	62.147007	35.719387	-122.500250	0.993372	0.037191	-0.004063	0.108685	2	55	-68.254623	16.989788	-1.021462	0.267313	-0.816591	0.511589	0.000000	3	55	-70.861725	-9.049024	-1.175285	0.639482	-0.096607	-0.762712	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.5939	456	101296	0	55	62.145088	35.715527	-122.504590	0.993372	0.037203	-0.004046	0.108684	2	55	-68.247406	16.994778	-1.012909	0.267330	-0.816561	0.511628	0.000000	3	55	-70.858849	-9.043070	-1.174255	0.639474	-0.096620	-0.762717	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.6039	457	101517	0	55	62.142067	35.724236	-122.504400	0.993361	0.037325	-0.004022	0.108740	2	55	-68.244904	17.000532	-1.005585	0.267316	-0.816453	0.511807	0.000000	3	55	-70.858978	-9.044136	-1.174560	0.639454	-0.096669	-0.762728	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.6139	458	101737	0	55	62.143387	35.729065	-122.506610	0.993364	0.037307	-0.004026	0.108723	2	55	-68.237923	17.017410	-0.994347	0.267533	-0.816560	0.511523	0.000000	3	55	-70.859795	-9.047535	-1.172577	0.639451	-0.096639	-0.762734	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.6239	459	101957	0	55	62.136814	35.724831	-122.497630	0.993360	0.037375	-0.003983	0.108736	2	55	-68.222374	17.031006	-1.006699	0.267605	-0.816427	0.511698	0.000000	3	55	-70.844879	-9.042193	-1.183128	0.639392	-0.096654	-0.762782	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.6339	460	102177	0	55	62.131962	35.718510	-122.494730	0.993362	0.037368	-0.003959	0.108721	2	55	-68.222733	17.033184	-1.012062	0.267592	-0.816492	0.511600	0.000000	3	55	-70.836655	-9.033119	-1.189560	0.639363	-0.096661	-0.762805	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.6439	461	102398	0	55	62.133785	35.716286	-122.489520	0.993362	0.037367	-0.003965	0.108719	2	55	-68.217499	17.026085	-1.017258	0.267543	-0.816403	0.511769	0.000000	3	55	-70.831261	-9.027406	-1.193779	0.639343	-0.096672	-0.762821	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.6539	462	102618	0	55	62.134457	35.716011	-122.491740	0.993365	0.037345	-0.003972	0.108704	2	55	-68.225517	16.998486	-1.023575	0.267374	-0.816329	0.511975	0.000000	3	55	-70.831978	-9.028888	-1.193443	0.639354	-0.096669	-0.762812	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.6639	463	102839	0	55	62.137856	35.719078	-122.498930	0.993368	0.037301	-0.003974	0.108690	2	55	-68.222374	16.968777	-1.019295	0.267284	-0.816091	0.512402	0.000000	3	55	-70.839806	-9.033098	-1.195740	0.639374	-0.096658	-0.762796	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.6739	464	103059	0	55	62.138279	35.711136	-122.494860	0.993371	0.037241	-0.003979	0.108679	2	55	-68.221962	16.983532	-1.008774	0.267405	-0.816320	0.511974	0.000000	3	55	-70.846085	-9.029734	-1.207718	0.639414	-0.096612	-0.762768	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.6839	465	103280	0	55	62.138439	35.706329	-122.486050	0.993372	0.037237	-0.003988	0.108669	2	55	-68.205986	17.006157	-1.001518	0.267585	-0.816351	0.511829	0.000000	3	55	-70.840187	-9.028155	-1.214706	0.639402	-0.096594	-0.762781	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.6939	466	103500	0	55	62.140793	35.707123	-122.483400	0.993370	0.037245	-0.004007	0.108689	2	55	-68.198059	17.016470	-1.005020	0.267643	-0.816288	0.511900	0.000000	3	55	-70.846634	-9.030372	-1.211311	0.639431	-0.096582	-0.762758	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
4.7039	467	103720	0	55	62.145184	35.708271	-122.478620	0.993369	0.037272	-0.004017	0.108687	2	55	-68.202560	17.023129	-1.007400	0.267640	-0.816291	0.511896	0.000000	3	55	-70.854713	-9.032954	-1.205719	0.639455	-0.096561	-0.762741	0.000000	4	55								5	119								6	55								7	311								8	311								9	311								10	55								11	55								12	311								13	311								14	311								15	311							
